,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent
1191,1969,Master,Widow,67369.0,0,1,4,7,4,10,4,0,1,1,0,0,1,1461
1192,1960,Graduation,Divorced,58401.0,0,1,1,1,2,2,4,0,0,0,0,0,0,96
1193,1952,Graduation,Single,62307.0,0,1,1,4,0,4,5,0,0,0,0,0,0,160
1194,1969,Master,Married,43641.0,1,1,3,2,1,4,6,0,0,0,0,0,0,139
1195,1968,Master,Divorced,63841.0,0,1,1,9,3,9,6,0,0,0,0,0,0,908
1196,1965,2n Cycle,Married,46891.0,0,1,1,2,1,4,4,0,0,0,0,0,0,183
1197,1969,Master,Married,70091.0,1,0,2,5,2,10,8,0,1,0,0,0,0,1161
1198,1972,PhD,Married,78075.0,0,0,1,3,5,5,1,0,0,0,0,0,0,988
1199,1961,2n Cycle,Widow,59184.0,0,1,3,6,6,12,5,0,0,0,0,0,0,1072
1200,1977,Graduation,Married,54809.0,1,1,4,2,1,5,4,0,0,0,0,0,0,174
1201,1959,Graduation,Married,58113.0,0,1,3,9,2,8,7,0,0,0,0,0,0,758
1202,1958,Master,Married,51412.0,0,1,2,3,2,4,4,0,0,0,0,0,0,195
1203,1979,Graduation,Divorced,15287.0,1,0,2,1,1,2,7,1,0,0,0,0,1,31
1204,1957,Master,Together,66636.0,0,0,1,3,4,9,1,0,0,0,0,0,0,1084
1205,1956,Master,Married,50965.0,0,1,3,10,4,5,8,1,0,0,0,0,0,685
1206,1965,PhD,Married,84618.0,0,0,1,6,9,10,2,0,0,1,0,0,0,1672
1207,1990,Graduation,Married,18351.0,0,0,1,2,0,3,7,0,0,0,0,0,0,43
1208,1957,PhD,Together,40451.0,0,2,1,1,1,2,5,1,0,0,0,0,0,49
1209,1965,Graduation,Together,36317.0,0,1,2,3,0,4,7,0,0,0,0,0,0,133
1210,1957,Graduation,Together,42213.0,0,1,2,5,1,7,7,0,1,0,0,0,0,363
1211,1955,Graduation,Together,65748.0,0,1,2,2,4,10,1,0,0,0,0,0,0,545
1212,1972,Graduation,Together,77044.0,0,1,2,7,11,11,4,1,0,0,0,0,0,1065
1213,1969,Graduation,Together,74918.0,0,0,1,5,9,6,3,0,0,1,0,0,0,2047
1214,1972,Graduation,Married,56721.0,1,1,5,4,1,5,6,0,0,0,0,0,0,296
1215,1975,Graduation,Single,42160.0,1,1,4,2,1,4,6,0,0,0,0,0,1,140
1216,1965,Graduation,Single,61559.0,0,1,1,4,2,10,3,0,0,0,0,0,0,530
1217,1963,PhD,Together,33629.0,1,1,5,3,1,4,9,0,0,0,0,0,0,152
1218,1991,PhD,Together,68682.0,0,0,1,4,9,10,2,0,0,0,0,0,0,1598
1219,1963,Graduation,Single,34377.0,0,1,2,2,2,2,7,0,0,0,0,0,0,114
1220,1986,Basic,Single,8940.0,1,0,3,3,1,3,8,0,0,0,0,0,0,101
1221,1973,Graduation,Married,26228.0,1,0,1,1,0,2,8,0,0,0,0,0,0,25
1222,1957,2n Cycle,Divorced,77297.0,0,0,1,5,7,9,4,0,0,0,1,0,0,789
1223,1981,Graduation,Married,40211.0,1,1,2,2,1,2,8,1,0,0,0,0,0,87
1224,1958,PhD,Widow,33438.0,1,1,4,2,1,4,5,0,0,0,0,0,0,90
1225,1959,PhD,Married,75032.0,0,1,2,5,4,9,3,0,0,0,0,0,0,1215
1226,1955,PhD,Single,61284.0,0,0,1,11,2,8,6,0,1,0,0,0,0,811
1227,1986,Graduation,Married,22518.0,1,0,2,2,1,2,5,1,0,0,0,0,1,61
1228,1975,Master,Married,54730.0,0,1,5,4,1,8,4,0,0,0,0,0,0,405
1229,1955,Master,Married,38452.0,1,1,3,3,0,3,7,0,0,0,0,0,0,72
1230,1971,Graduation,Divorced,44421.0,1,1,5,5,0,4,8,0,0,0,0,0,0,189
1231,1986,PhD,Together,38197.0,1,0,1,1,0,3,5,0,0,0,0,0,0,40
1232,1978,Graduation,Divorced,41986.0,0,1,3,3,0,4,4,0,0,0,0,0,0,63
1233,1983,Graduation,Together,28427.0,1,0,2,2,0,3,8,0,0,0,0,0,0,52
1234,1976,PhD,Together,37395.0,1,0,1,1,0,3,6,0,0,0,0,0,0,39
1235,1971,Graduation,Married,64722.0,1,0,4,8,2,11,6,0,0,0,0,0,0,805
1236,1956,Master,Together,55249.0,0,1,1,2,1,4,3,0,0,0,0,0,0,130
1237,1972,Graduation,Together,84906.0,0,0,1,5,6,12,2,0,1,1,0,1,0,1631
1238,1989,Graduation,Married,28691.0,1,0,1,1,0,3,8,0,0,0,0,0,0,34
1239,1952,Graduation,Single,44213.0,1,1,4,2,1,5,6,0,0,0,0,0,0,152
1240,1984,Basic,Single,25707.0,1,0,1,1,0,3,7,0,0,0,0,0,0,21
1241,1967,PhD,Married,59062.0,2,1,2,2,0,3,4,0,0,0,0,0,0,71
1242,1962,Graduation,Single,76624.0,0,1,1,5,10,7,1,1,0,0,0,0,0,899
1243,1947,Master,Together,66000.0,0,0,1,1,3,5,1,0,0,0,0,0,0,711
1244,1978,PhD,Together,27683.0,1,0,4,6,2,4,8,0,0,0,0,0,0,351
1245,1971,Graduation,Divorced,1730.0,0,0,15,0,0,0,20,0,0,0,0,0,0,8
1246,1992,Basic,Single,7500.0,1,0,4,3,2,2,9,0,0,0,0,0,0,119
1247,1968,Graduation,Together,40521.0,1,1,1,0,1,2,5,0,0,0,0,0,0,21
1248,1973,PhD,Together,20427.0,1,0,1,1,0,2,8,0,0,0,0,0,0,10
1249,1975,Graduation,Married,65106.0,0,1,3,8,3,13,6,0,1,0,0,0,0,973
1250,1965,PhD,Married,69969.0,0,0,1,4,2,6,3,0,0,1,1,0,1,1536
1251,1952,Graduation,Married,67433.0,0,2,4,6,5,13,4,0,1,0,0,0,0,992
1252,1967,PhD,Married,77766.0,0,1,2,11,10,11,6,1,0,0,0,0,1,1529
1253,1972,Graduation,Married,74716.0,0,1,2,7,3,5,4,0,0,0,0,0,0,860
1254,1963,Graduation,Divorced,68118.0,0,1,2,8,9,4,6,0,0,0,0,0,0,928
1255,1970,PhD,Married,55158.0,1,1,4,7,2,5,7,0,0,0,0,0,1,418
1256,1955,2n Cycle,Married,62972.0,0,1,2,7,4,3,6,0,0,0,0,0,1,587
1257,1975,Graduation,Married,74190.0,0,1,2,4,2,11,2,0,0,0,0,0,0,641
1258,1976,Graduation,Married,39356.0,1,1,1,1,0,2,6,1,0,0,0,0,0,23
1259,1969,Graduation,Together,76653.0,0,0,1,4,7,11,2,0,0,1,1,0,0,2279
1260,1973,PhD,Divorced,35860.0,1,1,2,1,1,2,5,1,0,0,0,0,0,49
1261,1983,PhD,Divorced,90687.0,0,0,1,6,2,8,2,0,0,1,0,0,1,1779
1262,1982,Master,Together,73450.0,0,0,1,7,8,11,3,1,0,0,1,0,0,1804
1263,1960,Graduation,Married,31454.0,1,1,3,2,0,3,8,0,0,0,0,0,0,48
1264,1952,Graduation,Single,47139.0,1,1,2,2,1,2,7,0,0,0,0,0,1,83
1265,1975,Graduation,Divorced,83829.0,0,0,0,4,7,6,1,1,0,1,1,0,1,1862
1266,1963,PhD,Married,53378.0,1,1,10,9,4,6,8,0,0,0,0,0,1,793
1267,1970,Graduation,Together,19656.0,1,0,3,2,1,3,7,0,0,0,0,0,0,84
1268,1948,PhD,Married,45579.0,0,1,1,4,1,4,6,0,0,0,0,0,0,183
1269,1958,2n Cycle,Single,85485.0,0,0,1,6,6,6,2,0,0,0,0,0,0,1383
1270,1944,Graduation,Married,55956.0,0,0,2,7,3,4,4,0,1,0,0,0,0,999
1271,1963,Master,Single,64191.0,0,1,3,5,3,13,3,0,0,0,0,0,0,825
1272,1972,Graduation,Single,38808.0,1,0,4,5,1,4,8,1,0,0,0,0,1,246
1273,1966,Master,Married,57183.0,1,1,8,9,1,7,8,0,0,0,0,0,0,610
1274,1968,Master,Divorced,23748.0,1,0,3,2,1,3,8,0,0,0,0,0,0,76
1275,1971,Graduation,Married,66303.0,0,1,4,3,4,11,8,0,1,0,0,0,0,1286
1276,1975,Master,Married,37368.0,1,0,1,1,0,2,6,1,0,0,0,0,0,30
1277,1964,Graduation,Married,40800.0,1,2,2,3,0,3,7,0,0,0,0,0,0,99
1278,1978,Graduation,Divorced,71847.0,0,0,0,6,7,9,3,0,0,0,1,0,0,1192
1279,1975,Graduation,Married,46149.0,0,1,5,5,1,7,5,0,0,0,0,0,0,362
1280,1983,Graduation,Together,78687.0,0,0,1,4,6,8,2,0,0,1,0,0,1,2130
1281,1971,2n Cycle,Divorced,49118.0,0,0,2,9,7,10,7,0,1,0,0,1,1,1229
1282,1957,PhD,Married,37633.0,1,1,2,1,0,3,9,0,0,0,0,0,0,38
1283,1951,Master,Together,39767.0,0,0,2,7,1,7,8,0,0,0,0,0,0,485
1284,1951,Basic,Married,26997.0,0,0,2,4,2,5,7,0,0,0,0,0,0,434
1285,1970,Graduation,Divorced,33986.0,1,0,1,1,0,3,7,0,0,0,0,0,0,44
1286,1972,PhD,Married,57091.0,0,1,2,9,2,5,7,0,1,0,0,0,1,496
1287,1969,2n Cycle,Married,46831.0,1,1,2,1,2,2,4,0,0,0,0,0,0,78
1288,1972,Master,Married,83151.0,0,0,1,5,7,10,2,1,0,1,1,0,1,2346
1289,1971,Graduation,Married,52531.0,0,0,2,7,2,10,6,0,0,0,0,0,0,794
1290,1956,Graduation,Married,15759.0,0,0,1,1,0,2,7,0,0,0,0,0,0,17
1291,1971,Graduation,Single,22804.0,1,0,1,2,0,2,9,0,0,0,0,0,0,26
1292,1973,2n Cycle,Married,43050.0,1,0,2,2,0,4,5,0,0,0,0,0,0,76
1293,1977,PhD,Single,42997.0,1,1,1,1,0,2,7,0,0,0,0,0,0,15
1294,1963,PhD,Single,48918.0,1,1,2,1,0,4,4,0,0,0,0,0,0,62
1295,1954,Master,Together,60033.0,0,1,2,2,1,5,2,0,0,0,0,0,0,198
1296,1978,PhD,Together,34043.0,1,0,1,2,0,2,9,0,0,0,0,0,0,49
1297,1966,Graduation,Together,57811.0,0,1,5,7,2,11,5,0,1,0,0,0,0,802
1298,1946,Graduation,Married,78569.0,0,0,1,4,6,4,1,0,0,1,0,0,1,1736
1299,1978,Graduation,Single,7500.0,1,1,4,2,1,3,6,0,0,0,0,0,0,57
1300,1971,Master,Together,157733.0,1,0,0,1,0,1,1,0,0,0,0,0,0,59
1301,1953,Graduation,Together,94384.0,0,0,0,5,8,5,2,0,1,1,1,0,1,2302
1302,1985,2n Cycle,Married,23148.0,0,0,1,2,0,3,7,0,0,0,0,0,0,37
1303,1970,Graduation,Divorced,44267.0,1,1,5,5,2,4,9,0,0,0,0,0,0,310
1304,1979,Graduation,Married,71626.0,0,0,1,5,5,8,3,0,1,0,0,0,0,1305
1305,1966,Graduation,Together,60894.0,0,1,5,10,3,8,7,0,0,0,0,0,0,832
1306,1976,Graduation,Together,50200.0,1,1,6,7,1,5,8,0,0,0,0,0,0,401
1307,1965,PhD,Married,81051.0,0,0,1,5,5,12,2,0,1,1,0,0,0,1501
1308,1982,Graduation,Married,65169.0,0,0,1,10,4,13,6,1,0,1,1,1,1,1189
1309,1972,Graduation,Together,59868.0,0,1,7,11,2,12,6,0,0,0,0,0,0,1194
1310,1960,PhD,Married,65695.0,0,1,2,5,4,10,4,0,0,0,0,0,0,656
1311,1956,Master,Single,64857.0,0,0,1,7,5,10,4,0,0,0,0,0,0,1540
1312,1965,Master,Together,45143.0,0,1,3,6,1,5,7,0,0,0,0,0,0,311
1313,1955,2n Cycle,Together,74805.0,0,1,5,4,7,10,2,0,0,0,0,0,0,820
1314,1989,2n Cycle,Married,59060.0,1,0,3,3,1,7,4,0,0,0,0,0,0,274
1315,1962,PhD,Single,27238.0,1,1,3,3,0,3,9,0,0,0,0,0,0,57
1316,1965,Graduation,Together,47009.0,0,1,4,3,2,8,4,0,0,0,0,0,0,448
1317,1973,2n Cycle,Married,46094.0,1,1,1,1,0,3,7,0,0,0,0,0,0,44
1318,1972,Graduation,Married,40321.0,1,1,2,3,0,3,7,0,0,0,0,0,0,102
1319,1984,Graduation,Together,37235.0,1,0,1,1,1,2,4,0,0,0,0,0,0,61
1320,1960,Master,Married,81843.0,0,0,1,5,9,12,3,0,0,0,0,0,0,1643
1321,1958,Master,Together,46692.0,0,1,3,6,1,5,6,0,0,0,0,0,0,397
1322,1968,Graduation,Together,77382.0,0,1,2,5,7,12,1,0,0,1,0,0,0,1121
1323,1977,Graduation,Single,37774.0,2,0,4,7,2,3,9,1,0,0,0,0,1,473
1324,1974,Basic,Married,18393.0,1,0,2,3,0,3,8,0,0,0,0,0,0,50
1325,1962,Master,Married,72828.0,0,1,6,6,3,13,7,0,0,0,0,0,0,1678
1326,1982,Graduation,Married,24711.0,0,0,1,3,0,3,7,0,0,0,0,0,0,58
1327,1975,PhD,Married,45503.0,1,0,1,3,1,4,5,0,0,0,0,0,0,170
1328,1982,Master,Single,6560.0,0,0,0,1,0,1,17,0,0,0,0,0,0,373
1329,1945,PhD,Together,71604.0,0,0,1,8,3,5,4,1,0,0,0,0,1,1196
1330,1979,Graduation,Married,27244.0,1,0,2,2,2,2,7,0,0,0,0,0,0,101
1331,1969,Graduation,Married,48752.0,1,1,5,6,1,5,9,0,0,0,0,0,1,316
1332,1962,Graduation,Married,71434.0,0,1,3,7,4,7,4,0,1,0,1,0,0,1400
1333,1948,Graduation,Single,90842.0,0,0,1,4,9,13,1,0,0,0,0,0,0,1424
1334,1978,Master,Married,88097.0,1,0,1,6,5,8,9,0,1,1,1,0,1,844
1335,1975,Graduation,Married,51948.0,0,1,2,5,2,4,5,0,0,0,0,0,0,311
1336,1982,Graduation,Together,71853.0,0,0,1,2,8,6,1,0,0,0,0,0,0,1149
1337,1983,Master,Married,35876.0,0,0,1,3,1,3,6,0,0,0,0,0,0,129
1338,1952,Graduation,Widow,40049.0,0,1,1,1,0,3,6,0,0,0,0,0,0,32
1339,1982,Graduation,Single,39660.0,1,0,3,7,1,3,9,0,0,0,0,0,1,299
1340,1962,Graduation,Together,50127.0,0,1,1,5,1,6,6,0,1,0,0,0,0,320
1341,1977,Master,Married,43263.0,0,1,3,5,2,6,5,0,0,0,0,0,0,441
1342,1949,Master,Married,62845.0,1,1,11,3,4,10,8,0,1,0,0,0,1,1178
1343,1990,Graduation,Married,18929.0,0,0,1,1,0,4,6,0,0,0,0,0,0,85
1344,1982,Basic,Single,24367.0,1,0,1,1,0,2,9,0,0,0,0,0,0,24
1345,1975,Graduation,Single,33249.0,1,0,2,2,1,3,6,0,0,0,0,0,0,112
1346,1959,2n Cycle,Married,26887.0,0,1,1,1,0,3,6,0,0,0,0,0,0,30
1347,1983,PhD,Married,50150.0,0,0,2,5,2,7,5,0,0,0,0,0,0,410
1348,1976,Graduation,Together,62061.0,0,1,3,10,4,7,6,0,1,0,0,0,0,800
1349,1962,PhD,Divorced,85696.0,0,0,1,4,6,9,1,0,0,0,0,0,1,1313
1350,1956,PhD,Together,76542.0,0,0,1,4,8,10,2,0,0,0,0,0,0,1483
1351,1993,Graduation,Single,70515.0,0,0,1,6,6,4,2,0,0,0,0,0,1,1258
1352,1987,Graduation,Together,18227.0,1,0,1,0,1,2,8,0,0,0,0,0,0,28
1353,1965,Graduation,Married,69139.0,0,1,1,4,1,5,4,0,0,0,0,0,0,227
1354,1982,Graduation,Married,69109.0,0,0,1,6,6,7,4,0,0,1,0,0,1,1555
1355,1962,Graduation,Single,69627.0,0,1,2,8,2,11,5,0,0,0,0,0,0,861
1356,1978,Graduation,Married,38136.0,1,0,2,3,1,2,8,1,0,0,0,0,0,103
1357,1946,PhD,Single,62159.0,0,0,1,6,2,10,4,0,0,0,0,0,0,634
1358,1963,Graduation,Single,80695.0,0,0,1,5,8,5,2,0,0,0,0,0,0,1918
1359,1971,Master,Single,33316.0,1,1,3,2,1,4,6,0,0,0,0,0,0,131
1360,1968,Graduation,Together,58554.0,1,1,6,8,2,6,7,0,0,0,0,0,0,586
1361,1992,Basic,Married,17256.0,1,0,2,2,1,2,8,1,0,0,0,0,0,62
1362,1974,Graduation,Divorced,53034.0,1,1,8,6,1,7,8,0,0,0,0,0,0,447
1363,1950,2n Cycle,Together,52203.0,0,0,1,8,7,11,6,0,0,0,0,0,0,939
1364,1977,2n Cycle,Divorced,59601.0,0,1,4,2,2,7,8,0,1,0,0,0,0,797
1365,1958,Master,Single,75154.0,0,1,1,6,3,6,3,0,0,0,0,0,1,1143
1366,1976,Graduation,Single,47025.0,0,1,3,6,3,5,6,0,0,0,0,0,0,415
1367,1973,Graduation,Married,37971.0,1,0,1,1,0,3,8,0,0,0,0,0,0,30
1368,1968,Master,Divorced,41335.0,1,0,3,4,1,4,7,0,0,0,0,0,0,187
1369,1958,Graduation,Married,67267.0,0,1,1,3,2,5,2,0,0,0,0,0,0,251
1370,1975,Graduation,Single,57338.0,0,1,2,4,1,5,5,0,0,0,0,0,0,237
1371,1960,2n Cycle,Together,50523.0,1,1,2,2,0,4,6,0,0,0,0,0,0,91
1372,1965,Master,Single,35791.0,2,1,2,1,0,3,8,0,0,0,0,0,0,35
1373,1960,PhD,Divorced,50611.0,0,1,6,4,5,7,6,0,1,0,0,0,0,493
1374,1969,PhD,Married,56242.0,0,1,5,8,4,11,6,0,0,0,0,0,0,971
1375,1960,Graduation,Single,48904.0,0,1,4,7,2,4,8,0,0,0,0,0,0,371
1376,1975,Graduation,Single,56243.0,1,2,6,4,2,8,5,0,0,0,0,0,0,396
1377,1985,Graduation,Married,21355.0,1,0,2,2,1,2,6,1,0,0,0,0,1,68
1378,1971,Master,Together,57420.0,0,1,3,5,1,6,7,0,1,0,0,0,0,322
1379,1970,Master,Together,51381.5,0,1,2,4,2,6,5,0,0,0,0,0,0,317
1380,1955,Master,Divorced,46390.0,0,1,1,4,2,3,7,0,0,0,0,0,0,222
1381,1956,2n Cycle,Together,54342.0,1,1,4,3,1,4,6,0,0,0,0,0,0,177
1382,1958,Graduation,Together,51381.5,1,1,1,1,0,3,5,0,0,0,0,0,0,45
1383,1964,2n Cycle,Single,51381.5,1,1,1,1,0,2,7,0,0,0,0,0,0,21
1384,1973,Graduation,Married,20895.0,1,0,1,2,0,3,9,0,0,0,0,0,0,45
1385,1948,Graduation,Married,92344.0,0,0,0,5,10,5,1,1,0,1,0,0,0,1899
1386,1972,PhD,Together,51381.5,1,0,1,1,0,3,7,0,0,0,0,0,0,42
1387,1976,2n Cycle,Together,26907.0,1,1,2,1,0,3,7,0,0,0,0,0,0,22
1388,1980,Graduation,Together,44964.0,1,1,1,1,0,3,8,0,0,0,0,0,0,41
1389,1979,Graduation,Together,75507.0,0,0,1,8,6,6,3,0,0,0,0,0,0,1440
1390,1972,Master,Married,53761.0,1,1,6,4,4,3,5,0,0,0,0,0,0,325
1391,1973,Graduation,Together,22682.0,1,0,3,2,1,4,4,0,0,0,0,0,0,95
1392,1972,PhD,Together,38887.0,1,0,1,1,0,3,7,0,0,0,0,0,0,42
1393,1975,2n Cycle,Single,41658.0,1,1,2,1,1,2,4,0,0,0,0,0,0,72
1394,1972,PhD,Married,29791.0,1,0,2,2,0,3,5,0,0,0,0,0,0,20
1395,1956,Master,Married,63915.0,0,2,2,6,3,12,5,0,0,0,0,0,0,789
1396,1974,Graduation,Divorced,39996.0,1,1,1,1,0,2,6,0,0,0,0,0,0,15
1397,1972,Graduation,Divorced,26759.0,1,0,2,2,1,3,6,0,0,0,0,0,0,59
1398,1968,Master,Divorced,63841.0,0,1,1,9,3,9,6,0,0,0,0,0,0,908
1399,1969,PhD,Married,51039.0,1,1,2,6,2,4,7,0,0,0,0,0,0,417
1400,1961,Graduation,Married,60544.0,1,1,4,5,1,5,6,0,0,0,0,0,0,289
1401,1972,Graduation,Married,65685.0,0,1,1,9,2,9,5,0,0,0,0,0,0,769
1402,1953,Graduation,Married,37716.0,0,1,2,4,1,3,7,0,0,0,0,0,0,188
1403,1957,Graduation,Single,36864.0,0,1,3,5,2,4,8,0,0,0,0,0,1,354
1404,1970,Master,Married,44511.0,1,0,6,8,4,8,8,0,0,0,0,0,0,727
1405,1967,PhD,Married,36947.0,1,1,4,3,0,4,9,0,0,0,0,0,0,146
1406,1951,Master,Together,47352.0,0,1,4,6,1,5,7,0,0,0,0,0,0,319
1407,1953,Master,Married,67087.0,0,1,2,7,5,8,4,0,0,0,0,0,0,794
1408,1950,Graduation,Married,57045.0,0,1,3,4,2,9,3,0,0,0,0,0,0,454
1409,1953,PhD,Divorced,36957.0,1,1,4,3,2,2,9,0,0,0,0,0,1,152
1410,1977,PhD,Married,69389.0,0,1,1,7,2,12,4,0,0,0,0,0,0,797
1411,1972,Graduation,Married,80134.0,1,0,2,5,3,6,6,0,1,1,1,0,1,1690
1412,1969,Master,Married,43142.0,1,1,1,1,0,2,7,0,0,0,0,0,0,20
1413,1944,Graduation,Married,80589.0,0,0,1,5,10,5,1,0,0,0,1,0,1,1428
1414,1990,Graduation,Single,34412.0,1,0,3,5,0,3,9,0,0,0,0,0,0,209
1415,1979,Graduation,Single,57537.0,1,0,4,4,3,8,4,0,0,0,0,0,0,545
1416,1966,Basic,Together,22634.0,0,0,1,2,1,2,8,0,0,0,0,0,0,96
1417,1948,Graduation,Together,51315.0,0,0,1,2,2,5,2,0,0,0,0,0,0,222
1418,1972,Graduation,Married,36026.0,2,1,2,2,0,3,6,0,0,0,0,0,0,61
1419,1973,Graduation,Married,24639.0,1,1,3,2,0,4,6,0,0,0,0,0,0,44
1420,1972,PhD,Together,34578.0,2,1,1,1,0,2,6,0,0,0,0,0,0,8
1421,1972,2n Cycle,Single,65704.0,0,0,1,2,10,10,1,0,0,0,0,0,0,817
1422,1966,Graduation,Single,63810.0,0,1,4,4,3,12,8,0,1,0,0,0,0,1371
1423,1969,PhD,Together,54132.0,0,1,1,1,0,3,7,0,0,0,0,0,0,42
1424,1959,Graduation,Married,18690.0,0,0,1,1,1,2,8,0,0,0,0,0,0,60
1425,1970,Graduation,Married,28164.0,1,0,3,2,0,4,7,0,0,0,0,0,0,78
1426,1974,PhD,Married,34596.0,1,0,1,1,0,2,8,0,0,0,0,0,0,23
1427,1972,PhD,Married,43269.0,1,0,1,1,0,2,8,0,0,0,0,0,0,19
1428,1958,2n Cycle,Single,38741.0,1,1,2,2,0,3,7,0,0,0,0,0,0,61
1429,1972,Graduation,Single,31907.0,0,0,1,6,1,6,7,0,0,0,0,0,0,449
1430,1983,Master,Married,27100.0,1,0,1,1,0,3,7,0,0,0,0,0,0,37
1431,1973,2n Cycle,Divorced,31163.0,1,0,1,1,0,3,6,0,0,0,0,0,0,38
1432,1985,Graduation,Married,92533.0,0,0,1,6,5,11,2,0,0,1,1,0,0,1131
1433,1973,Graduation,Single,34853.0,1,1,2,2,0,3,6,0,0,0,0,0,0,34
1434,1967,Graduation,Divorced,70844.0,1,1,5,6,1,5,7,0,0,0,0,0,0,294
1435,1979,2n Cycle,Married,31086.0,1,1,2,1,1,2,8,1,0,0,0,0,0,48
1436,1961,Graduation,Married,60544.0,1,1,4,5,1,5,6,0,0,0,0,0,0,289
1437,1986,2n Cycle,Together,20491.0,0,0,1,0,1,2,7,0,0,0,0,0,0,30
1438,1964,Graduation,Married,42523.0,0,0,1,1,1,4,2,0,0,0,0,0,0,125
1439,1983,Graduation,Married,39922.0,1,0,2,3,0,4,8,0,0,0,0,0,0,156
1440,1952,Graduation,Together,33402.0,1,1,3,2,1,3,8,0,0,0,0,0,0,70
1441,1949,Master,Married,36408.0,1,1,1,1,0,2,6,0,0,0,0,0,0,22
1442,1979,Graduation,Together,21645.0,1,0,3,3,0,3,9,0,0,0,0,0,1,65
1443,1948,Master,Widow,78427.0,0,0,3,3,7,10,3,0,0,0,1,0,1,1930
1444,1946,Graduation,Together,82657.0,0,0,1,7,5,10,4,0,1,0,1,0,0,2283
1445,1958,Graduation,Married,51876.0,0,0,1,2,2,8,1,0,0,0,0,0,0,310
1446,1971,2n Cycle,Married,78041.0,0,0,1,4,4,9,2,0,0,0,0,0,0,1319
1447,1957,Graduation,Married,52852.0,0,1,4,10,7,5,8,1,0,0,0,0,0,879
1448,1982,PhD,Together,70038.0,0,0,1,4,4,8,2,0,0,0,0,0,0,1244
1449,1973,2n Cycle,Together,69401.0,0,1,4,4,4,5,2,0,0,0,0,0,0,690
1450,1972,Graduation,Together,46053.0,1,0,3,3,2,4,5,0,0,0,0,0,0,209
1451,1965,Graduation,Married,77343.0,0,0,1,3,4,9,1,0,0,0,0,0,0,1134
1452,1953,Graduation,Single,73892.0,0,0,1,3,11,8,1,0,0,0,0,0,1,1507
1453,1967,PhD,Single,40304.0,1,0,1,2,0,3,7,0,0,0,0,0,0,57
1454,1965,PhD,Together,32727.0,0,0,2,7,3,5,8,0,0,0,0,0,0,529
1455,1969,Graduation,Together,68695.0,0,0,1,4,4,7,2,0,0,0,0,0,0,1091
1456,1971,Graduation,Divorced,43300.0,0,1,3,4,0,4,8,0,0,0,0,0,1,180
1457,1972,Graduation,Together,26290.0,1,1,4,2,0,4,6,0,0,0,0,0,0,77
1458,1970,Graduation,Single,93790.0,0,0,0,6,7,12,2,0,1,1,1,0,1,2349
1459,1974,PhD,Married,38410.0,0,0,2,5,2,9,6,0,0,0,0,0,1,534
1460,1950,Master,Widow,64866.0,0,1,4,7,3,7,5,0,1,0,0,0,0,556
1461,1959,Graduation,Together,57957.0,0,1,7,4,6,8,3,0,0,0,0,0,0,637
1462,1955,PhD,Together,46015.0,1,1,1,1,0,3,7,1,0,0,0,1,0,46
1463,1978,Graduation,Together,16531.0,1,0,3,3,0,3,7,0,0,0,0,0,0,44
1464,1986,Master,Married,28072.0,1,0,1,1,0,3,7,0,0,0,0,0,0,47
1465,1963,Master,Divorced,49476.0,0,1,4,2,11,5,2,0,0,0,0,0,0,795
1466,1953,Graduation,Married,50725.0,0,1,4,8,1,8,8,0,0,0,0,0,0,586
1467,1952,Graduation,Together,83844.0,0,0,1,4,4,11,1,0,0,1,0,0,0,1574
1468,1950,PhD,Married,41145.0,1,1,1,0,0,3,3,0,0,0,0,0,0,13
1469,1970,Graduation,Together,67419.0,0,1,4,9,4,8,5,0,0,0,0,0,0,1471
1470,1970,2n Cycle,Married,23162.0,1,1,3,1,1,3,6,0,0,0,0,0,0,65
1471,1977,Graduation,Married,34380.0,1,0,4,4,1,3,8,0,0,0,0,0,0,175
1472,1966,Graduation,Single,34704.0,0,1,1,1,0,3,5,0,0,0,0,0,0,40
1473,1969,PhD,Married,94871.0,0,2,1,8,5,4,7,0,1,1,0,0,1,1078
1474,1958,Graduation,Married,65148.0,0,1,2,6,6,7,4,0,0,0,0,0,0,1115
1475,1954,Graduation,Together,39898.0,0,1,2,3,0,4,7,0,0,0,0,0,0,134
1476,1956,Master,Single,64857.0,0,0,1,7,5,10,4,0,0,0,0,0,0,1540
1477,1970,PhD,Married,59892.0,0,1,1,2,1,3,3,0,0,0,0,0,0,87
1478,1987,Master,Single,41020.0,0,0,1,3,2,4,3,0,0,0,0,0,0,217
1479,1961,PhD,Married,57072.0,0,1,2,7,5,13,5,1,0,0,0,0,0,1034
1480,1979,Graduation,Single,60474.0,0,1,7,10,2,12,7,0,0,0,0,0,0,1180
1481,1960,Graduation,Together,62807.0,0,1,3,5,3,12,5,0,0,0,0,0,0,819
1482,1981,2n Cycle,Together,19414.0,1,0,1,1,0,3,8,0,0,0,0,0,0,32
1483,1980,Graduation,Married,19107.0,1,0,2,1,0,3,7,0,0,0,0,0,0,46
1484,1976,2n Cycle,Together,75484.0,0,1,2,7,3,6,4,0,0,0,0,0,0,1159
