,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent,Target
1240,1984,1,4,25707.0,1,0,1,1,0,3,7,0,0,0,0,0,0,21,3
1241,1967,4,3,59062.0,2,1,2,2,0,3,4,0,0,0,0,0,0,71,0
1242,1962,2,4,76624.0,0,1,1,5,10,7,1,1,0,0,0,0,0,899,1
1243,1947,3,5,66000.0,0,0,1,1,3,5,1,0,0,0,0,0,0,711,1
1244,1978,4,5,27683.0,1,0,4,6,2,4,8,0,0,0,0,0,0,351,3
1245,1971,2,2,1730.0,0,0,15,0,0,0,20,0,0,0,0,0,0,8,3
1246,1992,1,4,7500.0,1,0,4,3,2,2,9,0,0,0,0,0,0,119,3
1247,1968,2,5,40521.0,1,1,1,0,1,2,5,0,0,0,0,0,0,21,0
1248,1973,4,5,20427.0,1,0,1,1,0,2,8,0,0,0,0,0,0,10,3
1249,1975,2,3,65106.0,0,1,3,8,3,13,6,0,1,0,0,0,0,973,1
1250,1965,4,3,69969.0,0,0,1,4,2,6,3,0,0,1,1,0,1,1536,1
1251,1952,2,3,67433.0,0,2,4,6,5,13,4,0,1,0,0,0,0,992,1
1252,1967,4,3,77766.0,0,1,2,11,10,11,6,1,0,0,0,0,1,1529,1
1253,1972,2,3,74716.0,0,1,2,7,3,5,4,0,0,0,0,0,0,860,1
1254,1963,2,2,68118.0,0,1,2,8,9,4,6,0,0,0,0,0,0,928,1
1255,1970,4,3,55158.0,1,1,4,7,2,5,7,0,0,0,0,0,1,418,0
1256,1955,0,3,62972.0,0,1,2,7,4,3,6,0,0,0,0,0,1,587,0
1257,1975,2,3,74190.0,0,1,2,4,2,11,2,0,0,0,0,0,0,641,1
1258,1976,2,3,39356.0,1,1,1,1,0,2,6,1,0,0,0,0,0,23,3
1259,1969,2,5,76653.0,0,0,1,4,7,11,2,0,0,1,1,0,0,2279,1
1260,1973,4,2,35860.0,1,1,2,1,1,2,5,1,0,0,0,0,0,49,3
1261,1983,4,2,90687.0,0,0,1,6,2,8,2,0,0,1,0,0,1,1779,1
1262,1982,3,5,73450.0,0,0,1,7,8,11,3,1,0,0,1,0,0,1804,1
1263,1960,2,3,31454.0,1,1,3,2,0,3,8,0,0,0,0,0,0,48,3
1264,1952,2,4,47139.0,1,1,2,2,1,2,7,0,0,0,0,0,1,83,0
1265,1975,2,2,83829.0,0,0,0,4,7,6,1,1,0,1,1,0,1,1862,1
1266,1963,4,3,53378.0,1,1,10,9,4,6,8,0,0,0,0,0,1,793,0
1267,1970,2,5,19656.0,1,0,3,2,1,3,7,0,0,0,0,0,0,84,3
1268,1948,4,3,45579.0,0,1,1,4,1,4,6,0,0,0,0,0,0,183,0
1269,1958,0,4,85485.0,0,0,1,6,6,6,2,0,0,0,0,0,0,1383,1
1270,1944,2,3,55956.0,0,0,2,7,3,4,4,0,1,0,0,0,0,999,0
1271,1963,3,4,64191.0,0,1,3,5,3,13,3,0,0,0,0,0,0,825,0
1272,1972,2,4,38808.0,1,0,4,5,1,4,8,1,0,0,0,0,1,246,3
1273,1966,3,3,57183.0,1,1,8,9,1,7,8,0,0,0,0,0,0,610,0
1274,1968,3,2,23748.0,1,0,3,2,1,3,8,0,0,0,0,0,0,76,3
1275,1971,2,3,66303.0,0,1,4,3,4,11,8,0,1,0,0,0,0,1286,1
1276,1975,3,3,37368.0,1,0,1,1,0,2,6,1,0,0,0,0,0,30,3
1277,1964,2,3,40800.0,1,2,2,3,0,3,7,0,0,0,0,0,0,99,0
1278,1978,2,2,71847.0,0,0,0,6,7,9,3,0,0,0,1,0,0,1192,1
1279,1975,2,3,46149.0,0,1,5,5,1,7,5,0,0,0,0,0,0,362,0
1280,1983,2,5,78687.0,0,0,1,4,6,8,2,0,0,1,0,0,1,2130,1
1281,1971,0,2,49118.0,0,0,2,9,7,10,7,0,1,0,0,1,1,1229,0
1282,1957,4,3,37633.0,1,1,2,1,0,3,9,0,0,0,0,0,0,38,3
1283,1951,3,5,39767.0,0,0,2,7,1,7,8,0,0,0,0,0,0,485,3
1284,1951,1,3,26997.0,0,0,2,4,2,5,7,0,0,0,0,0,0,434,3
1285,1970,2,2,33986.0,1,0,1,1,0,3,7,0,0,0,0,0,0,44,3
1286,1972,4,3,57091.0,0,1,2,9,2,5,7,0,1,0,0,0,1,496,0
1287,1969,0,3,46831.0,1,1,2,1,2,2,4,0,0,0,0,0,0,78,0
1288,1972,3,3,83151.0,0,0,1,5,7,10,2,1,0,1,1,0,1,2346,1
1289,1971,2,3,52531.0,0,0,2,7,2,10,6,0,0,0,0,0,0,794,0
1290,1956,2,3,15759.0,0,0,1,1,0,2,7,0,0,0,0,0,0,17,3
1291,1971,2,4,22804.0,1,0,1,2,0,2,9,0,0,0,0,0,0,26,3
1292,1973,0,3,43050.0,1,0,2,2,0,4,5,0,0,0,0,0,0,76,0
1293,1977,4,4,42997.0,1,1,1,1,0,2,7,0,0,0,0,0,0,15,0
1294,1963,4,4,48918.0,1,1,2,1,0,4,4,0,0,0,0,0,0,62,0
1295,1954,3,5,60033.0,0,1,2,2,1,5,2,0,0,0,0,0,0,198,0
1296,1978,4,5,34043.0,1,0,1,2,0,2,9,0,0,0,0,0,0,49,3
1297,1966,2,5,57811.0,0,1,5,7,2,11,5,0,1,0,0,0,0,802,0
1298,1946,2,3,78569.0,0,0,1,4,6,4,1,0,0,1,0,0,1,1736,1
1299,1978,2,4,7500.0,1,1,4,2,1,3,6,0,0,0,0,0,0,57,3
1300,1971,3,5,157733.0,1,0,0,1,0,1,1,0,0,0,0,0,0,59,1
1301,1953,2,5,94384.0,0,0,0,5,8,5,2,0,1,1,1,0,1,2302,1
1302,1985,0,3,23148.0,0,0,1,2,0,3,7,0,0,0,0,0,0,37,3
1303,1970,2,2,44267.0,1,1,5,5,2,4,9,0,0,0,0,0,0,310,0
1304,1979,2,3,71626.0,0,0,1,5,5,8,3,0,1,0,0,0,0,1305,1
1305,1966,2,5,60894.0,0,1,5,10,3,8,7,0,0,0,0,0,0,832,0
1306,1976,2,5,50200.0,1,1,6,7,1,5,8,0,0,0,0,0,0,401,0
1307,1965,4,3,81051.0,0,0,1,5,5,12,2,0,1,1,0,0,0,1501,1
1308,1982,2,3,65169.0,0,0,1,10,4,13,6,1,0,1,1,1,1,1189,1
1309,1972,2,5,59868.0,0,1,7,11,2,12,6,0,0,0,0,0,0,1194,0
1310,1960,4,3,65695.0,0,1,2,5,4,10,4,0,0,0,0,0,0,656,1
1311,1956,3,4,64857.0,0,0,1,7,5,10,4,0,0,0,0,0,0,1540,1
1312,1965,3,5,45143.0,0,1,3,6,1,5,7,0,0,0,0,0,0,311,0
1313,1955,0,5,74805.0,0,1,5,4,7,10,2,0,0,0,0,0,0,820,1
1314,1989,0,3,59060.0,1,0,3,3,1,7,4,0,0,0,0,0,0,274,0
1315,1962,4,4,27238.0,1,1,3,3,0,3,9,0,0,0,0,0,0,57,3
1316,1965,2,5,47009.0,0,1,4,3,2,8,4,0,0,0,0,0,0,448,0
1317,1973,0,3,46094.0,1,1,1,1,0,3,7,0,0,0,0,0,0,44,0
1318,1972,2,3,40321.0,1,1,2,3,0,3,7,0,0,0,0,0,0,102,3
1319,1984,2,5,37235.0,1,0,1,1,1,2,4,0,0,0,0,0,0,61,3
1320,1960,3,3,81843.0,0,0,1,5,9,12,3,0,0,0,0,0,0,1643,1
1321,1958,3,5,46692.0,0,1,3,6,1,5,6,0,0,0,0,0,0,397,0
1322,1968,2,5,77382.0,0,1,2,5,7,12,1,0,0,1,0,0,0,1121,1
1323,1977,2,4,37774.0,2,0,4,7,2,3,9,1,0,0,0,0,1,473,3
1324,1974,1,3,18393.0,1,0,2,3,0,3,8,0,0,0,0,0,0,50,3
1325,1962,3,3,72828.0,0,1,6,6,3,13,7,0,0,0,0,0,0,1678,1
1326,1982,2,3,24711.0,0,0,1,3,0,3,7,0,0,0,0,0,0,58,3
1327,1975,4,3,45503.0,1,0,1,3,1,4,5,0,0,0,0,0,0,170,0
1328,1982,3,4,6560.0,0,0,0,1,0,1,17,0,0,0,0,0,0,373,3
1329,1945,4,5,71604.0,0,0,1,8,3,5,4,1,0,0,0,0,1,1196,1
1330,1979,2,3,27244.0,1,0,2,2,2,2,7,0,0,0,0,0,0,101,3
1331,1969,2,3,48752.0,1,1,5,6,1,5,9,0,0,0,0,0,1,316,0
1332,1962,2,3,71434.0,0,1,3,7,4,7,4,0,1,0,1,0,0,1400,1
1333,1948,2,4,90842.0,0,0,1,4,9,13,1,0,0,0,0,0,0,1424,1
1334,1978,3,3,88097.0,1,0,1,6,5,8,9,0,1,1,1,0,1,844,1
1335,1975,2,3,51948.0,0,1,2,5,2,4,5,0,0,0,0,0,0,311,0
1336,1982,2,5,71853.0,0,0,1,2,8,6,1,0,0,0,0,0,0,1149,1
1337,1983,3,3,35876.0,0,0,1,3,1,3,6,0,0,0,0,0,0,129,3
1338,1952,2,6,40049.0,0,1,1,1,0,3,6,0,0,0,0,0,0,32,3
1339,1982,2,4,39660.0,1,0,3,7,1,3,9,0,0,0,0,0,1,299,3
1340,1962,2,5,50127.0,0,1,1,5,1,6,6,0,1,0,0,0,0,320,0
1341,1977,3,3,43263.0,0,1,3,5,2,6,5,0,0,0,0,0,0,441,0
1342,1949,3,3,62845.0,1,1,11,3,4,10,8,0,1,0,0,0,1,1178,0
1343,1990,2,3,18929.0,0,0,1,1,0,4,6,0,0,0,0,0,0,85,3
1344,1982,1,4,24367.0,1,0,1,1,0,2,9,0,0,0,0,0,0,24,3
1345,1975,2,4,33249.0,1,0,2,2,1,3,6,0,0,0,0,0,0,112,3
1346,1959,0,3,26887.0,0,1,1,1,0,3,6,0,0,0,0,0,0,30,3
1347,1983,4,3,50150.0,0,0,2,5,2,7,5,0,0,0,0,0,0,410,0
1348,1976,2,5,62061.0,0,1,3,10,4,7,6,0,1,0,0,0,0,800,0
1349,1962,4,2,85696.0,0,0,1,4,6,9,1,0,0,0,0,0,1,1313,1
1350,1956,4,5,76542.0,0,0,1,4,8,10,2,0,0,0,0,0,0,1483,1
1351,1993,2,4,70515.0,0,0,1,6,6,4,2,0,0,0,0,0,1,1258,1
1352,1987,2,5,18227.0,1,0,1,0,1,2,8,0,0,0,0,0,0,28,3
1353,1965,2,3,69139.0,0,1,1,4,1,5,4,0,0,0,0,0,0,227,1
1354,1982,2,3,69109.0,0,0,1,6,6,7,4,0,0,1,0,0,1,1555,1
1355,1962,2,4,69627.0,0,1,2,8,2,11,5,0,0,0,0,0,0,861,1
1356,1978,2,3,38136.0,1,0,2,3,1,2,8,1,0,0,0,0,0,103,3
1357,1946,4,4,62159.0,0,0,1,6,2,10,4,0,0,0,0,0,0,634,0
1358,1963,2,4,80695.0,0,0,1,5,8,5,2,0,0,0,0,0,0,1918,1
1359,1971,3,4,33316.0,1,1,3,2,1,4,6,0,0,0,0,0,0,131,3
1360,1968,2,5,58554.0,1,1,6,8,2,6,7,0,0,0,0,0,0,586,0
1361,1992,1,3,17256.0,1,0,2,2,1,2,8,1,0,0,0,0,0,62,3
1362,1974,2,2,53034.0,1,1,8,6,1,7,8,0,0,0,0,0,0,447,0
1363,1950,0,5,52203.0,0,0,1,8,7,11,6,0,0,0,0,0,0,939,0
1364,1977,0,2,59601.0,0,1,4,2,2,7,8,0,1,0,0,0,0,797,0
1365,1958,3,4,75154.0,0,1,1,6,3,6,3,0,0,0,0,0,1,1143,1
1366,1976,2,4,47025.0,0,1,3,6,3,5,6,0,0,0,0,0,0,415,0
1367,1973,2,3,37971.0,1,0,1,1,0,3,8,0,0,0,0,0,0,30,3
1368,1968,3,2,41335.0,1,0,3,4,1,4,7,0,0,0,0,0,0,187,0
1369,1958,2,3,67267.0,0,1,1,3,2,5,2,0,0,0,0,0,0,251,1
1370,1975,2,4,57338.0,0,1,2,4,1,5,5,0,0,0,0,0,0,237,0
1371,1960,0,5,50523.0,1,1,2,2,0,4,6,0,0,0,0,0,0,91,0
1372,1965,3,4,35791.0,2,1,2,1,0,3,8,0,0,0,0,0,0,35,3
1373,1960,4,2,50611.0,0,1,6,4,5,7,6,0,1,0,0,0,0,493,0
1374,1969,4,3,56242.0,0,1,5,8,4,11,6,0,0,0,0,0,0,971,0
1375,1960,2,4,48904.0,0,1,4,7,2,4,8,0,0,0,0,0,0,371,0
1376,1975,2,4,56243.0,1,2,6,4,2,8,5,0,0,0,0,0,0,396,0
1377,1985,2,3,21355.0,1,0,2,2,1,2,6,1,0,0,0,0,1,68,3
1378,1971,3,5,57420.0,0,1,3,5,1,6,7,0,1,0,0,0,0,322,0
1379,1970,3,5,51381.5,0,1,2,4,2,6,5,0,0,0,0,0,0,317,0
1380,1955,3,2,46390.0,0,1,1,4,2,3,7,0,0,0,0,0,0,222,0
1381,1956,0,5,54342.0,1,1,4,3,1,4,6,0,0,0,0,0,0,177,0
1382,1958,2,5,51381.5,1,1,1,1,0,3,5,0,0,0,0,0,0,45,0
1383,1964,0,4,51381.5,1,1,1,1,0,2,7,0,0,0,0,0,0,21,0
1384,1973,2,3,20895.0,1,0,1,2,0,3,9,0,0,0,0,0,0,45,3
1385,1948,2,3,92344.0,0,0,0,5,10,5,1,1,0,1,0,0,0,1899,1
1386,1972,4,5,51381.5,1,0,1,1,0,3,7,0,0,0,0,0,0,42,0
1387,1976,0,5,26907.0,1,1,2,1,0,3,7,0,0,0,0,0,0,22,3
1388,1980,2,5,44964.0,1,1,1,1,0,3,8,0,0,0,0,0,0,41,0
1389,1979,2,5,75507.0,0,0,1,8,6,6,3,0,0,0,0,0,0,1440,1
1390,1972,3,3,53761.0,1,1,6,4,4,3,5,0,0,0,0,0,0,325,0
1391,1973,2,5,22682.0,1,0,3,2,1,4,4,0,0,0,0,0,0,95,3
1392,1972,4,5,38887.0,1,0,1,1,0,3,7,0,0,0,0,0,0,42,3
1393,1975,0,4,41658.0,1,1,2,1,1,2,4,0,0,0,0,0,0,72,0
1394,1972,4,3,29791.0,1,0,2,2,0,3,5,0,0,0,0,0,0,20,3
1395,1956,3,3,63915.0,0,2,2,6,3,12,5,0,0,0,0,0,0,789,0
1396,1974,2,2,39996.0,1,1,1,1,0,2,6,0,0,0,0,0,0,15,3
1397,1972,2,2,26759.0,1,0,2,2,1,3,6,0,0,0,0,0,0,59,3
1398,1968,3,2,63841.0,0,1,1,9,3,9,6,0,0,0,0,0,0,908,0
1399,1969,4,3,51039.0,1,1,2,6,2,4,7,0,0,0,0,0,0,417,0
1400,1961,2,3,60544.0,1,1,4,5,1,5,6,0,0,0,0,0,0,289,0
1401,1972,2,3,65685.0,0,1,1,9,2,9,5,0,0,0,0,0,0,769,1
1402,1953,2,3,37716.0,0,1,2,4,1,3,7,0,0,0,0,0,0,188,3
1403,1957,2,4,36864.0,0,1,3,5,2,4,8,0,0,0,0,0,1,354,3
1404,1970,3,3,44511.0,1,0,6,8,4,8,8,0,0,0,0,0,0,727,0
1405,1967,4,3,36947.0,1,1,4,3,0,4,9,0,0,0,0,0,0,146,3
1406,1951,3,5,47352.0,0,1,4,6,1,5,7,0,0,0,0,0,0,319,0
1407,1953,3,3,67087.0,0,1,2,7,5,8,4,0,0,0,0,0,0,794,1
1408,1950,2,3,57045.0,0,1,3,4,2,9,3,0,0,0,0,0,0,454,0
1409,1953,4,2,36957.0,1,1,4,3,2,2,9,0,0,0,0,0,1,152,3
1410,1977,4,3,69389.0,0,1,1,7,2,12,4,0,0,0,0,0,0,797,1
1411,1972,2,3,80134.0,1,0,2,5,3,6,6,0,1,1,1,0,1,1690,1
1412,1969,3,3,43142.0,1,1,1,1,0,2,7,0,0,0,0,0,0,20,0
1413,1944,2,3,80589.0,0,0,1,5,10,5,1,0,0,0,1,0,1,1428,1
1414,1990,2,4,34412.0,1,0,3,5,0,3,9,0,0,0,0,0,0,209,3
1415,1979,2,4,57537.0,1,0,4,4,3,8,4,0,0,0,0,0,0,545,0
1416,1966,1,5,22634.0,0,0,1,2,1,2,8,0,0,0,0,0,0,96,3
1417,1948,2,5,51315.0,0,0,1,2,2,5,2,0,0,0,0,0,0,222,0
1418,1972,2,3,36026.0,2,1,2,2,0,3,6,0,0,0,0,0,0,61,3
1419,1973,2,3,24639.0,1,1,3,2,0,4,6,0,0,0,0,0,0,44,3
1420,1972,4,5,34578.0,2,1,1,1,0,2,6,0,0,0,0,0,0,8,3
1421,1972,0,4,65704.0,0,0,1,2,10,10,1,0,0,0,0,0,0,817,1
1422,1966,2,4,63810.0,0,1,4,4,3,12,8,0,1,0,0,0,0,1371,0
1423,1969,4,5,54132.0,0,1,1,1,0,3,7,0,0,0,0,0,0,42,0
1424,1959,2,3,18690.0,0,0,1,1,1,2,8,0,0,0,0,0,0,60,3
1425,1970,2,3,28164.0,1,0,3,2,0,4,7,0,0,0,0,0,0,78,3
1426,1974,4,3,34596.0,1,0,1,1,0,2,8,0,0,0,0,0,0,23,3
1427,1972,4,3,43269.0,1,0,1,1,0,2,8,0,0,0,0,0,0,19,0
1428,1958,0,4,38741.0,1,1,2,2,0,3,7,0,0,0,0,0,0,61,3
1429,1972,2,4,31907.0,0,0,1,6,1,6,7,0,0,0,0,0,0,449,3
1430,1983,3,3,27100.0,1,0,1,1,0,3,7,0,0,0,0,0,0,37,3
1431,1973,0,2,31163.0,1,0,1,1,0,3,6,0,0,0,0,0,0,38,3
1432,1985,2,3,92533.0,0,0,1,6,5,11,2,0,0,1,1,0,0,1131,1
1433,1973,2,4,34853.0,1,1,2,2,0,3,6,0,0,0,0,0,0,34,3
1434,1967,2,2,70844.0,1,1,5,6,1,5,7,0,0,0,0,0,0,294,1
1435,1979,0,3,31086.0,1,1,2,1,1,2,8,1,0,0,0,0,0,48,3
1436,1961,2,3,60544.0,1,1,4,5,1,5,6,0,0,0,0,0,0,289,0
1437,1986,0,5,20491.0,0,0,1,0,1,2,7,0,0,0,0,0,0,30,3
1438,1964,2,3,42523.0,0,0,1,1,1,4,2,0,0,0,0,0,0,125,0
1439,1983,2,3,39922.0,1,0,2,3,0,4,8,0,0,0,0,0,0,156,3
1440,1952,2,5,33402.0,1,1,3,2,1,3,8,0,0,0,0,0,0,70,3
1441,1949,3,3,36408.0,1,1,1,1,0,2,6,0,0,0,0,0,0,22,3
1442,1979,2,5,21645.0,1,0,3,3,0,3,9,0,0,0,0,0,1,65,3
1443,1948,3,6,78427.0,0,0,3,3,7,10,3,0,0,0,1,0,1,1930,1
1444,1946,2,5,82657.0,0,0,1,7,5,10,4,0,1,0,1,0,0,2283,1
1445,1958,2,3,51876.0,0,0,1,2,2,8,1,0,0,0,0,0,0,310,0
1446,1971,0,3,78041.0,0,0,1,4,4,9,2,0,0,0,0,0,0,1319,1
1447,1957,2,3,52852.0,0,1,4,10,7,5,8,1,0,0,0,0,0,879,0
1448,1982,4,5,70038.0,0,0,1,4,4,8,2,0,0,0,0,0,0,1244,1
1449,1973,0,5,69401.0,0,1,4,4,4,5,2,0,0,0,0,0,0,690,1
1450,1972,2,5,46053.0,1,0,3,3,2,4,5,0,0,0,0,0,0,209,0
1451,1965,2,3,77343.0,0,0,1,3,4,9,1,0,0,0,0,0,0,1134,1
1452,1953,2,4,73892.0,0,0,1,3,11,8,1,0,0,0,0,0,1,1507,1
1453,1967,4,4,40304.0,1,0,1,2,0,3,7,0,0,0,0,0,0,57,3
1454,1965,4,5,32727.0,0,0,2,7,3,5,8,0,0,0,0,0,0,529,3
1455,1969,2,5,68695.0,0,0,1,4,4,7,2,0,0,0,0,0,0,1091,1
1456,1971,2,2,43300.0,0,1,3,4,0,4,8,0,0,0,0,0,1,180,0
1457,1972,2,5,26290.0,1,1,4,2,0,4,6,0,0,0,0,0,0,77,3
1458,1970,2,4,93790.0,0,0,0,6,7,12,2,0,1,1,1,0,1,2349,1
1459,1974,4,3,38410.0,0,0,2,5,2,9,6,0,0,0,0,0,1,534,3
1460,1950,3,6,64866.0,0,1,4,7,3,7,5,0,1,0,0,0,0,556,1
1461,1959,2,5,57957.0,0,1,7,4,6,8,3,0,0,0,0,0,0,637,0
1462,1955,4,5,46015.0,1,1,1,1,0,3,7,1,0,0,0,1,0,46,0
1463,1978,2,5,16531.0,1,0,3,3,0,3,7,0,0,0,0,0,0,44,3
1464,1986,3,3,28072.0,1,0,1,1,0,3,7,0,0,0,0,0,0,47,3
1465,1963,3,2,49476.0,0,1,4,2,11,5,2,0,0,0,0,0,0,795,0
1466,1953,2,3,50725.0,0,1,4,8,1,8,8,0,0,0,0,0,0,586,0
1467,1952,2,5,83844.0,0,0,1,4,4,11,1,0,0,1,0,0,0,1574,1
1468,1950,4,3,41145.0,1,1,1,0,0,3,3,0,0,0,0,0,0,13,0
1469,1970,2,5,67419.0,0,1,4,9,4,8,5,0,0,0,0,0,0,1471,1
1470,1970,0,3,23162.0,1,1,3,1,1,3,6,0,0,0,0,0,0,65,3
1471,1977,2,3,34380.0,1,0,4,4,1,3,8,0,0,0,0,0,0,175,3
1472,1966,2,4,34704.0,0,1,1,1,0,3,5,0,0,0,0,0,0,40,3
1473,1969,4,3,94871.0,0,2,1,8,5,4,7,0,1,1,0,0,1,1078,1
1474,1958,2,3,65148.0,0,1,2,6,6,7,4,0,0,0,0,0,0,1115,1
1475,1954,2,5,39898.0,0,1,2,3,0,4,7,0,0,0,0,0,0,134,3
1476,1956,3,4,64857.0,0,0,1,7,5,10,4,0,0,0,0,0,0,1540,1
1477,1970,4,3,59892.0,0,1,1,2,1,3,3,0,0,0,0,0,0,87,0
1478,1987,3,4,41020.0,0,0,1,3,2,4,3,0,0,0,0,0,0,217,0
1479,1961,4,3,57072.0,0,1,2,7,5,13,5,1,0,0,0,0,0,1034,0
1480,1979,2,4,60474.0,0,1,7,10,2,12,7,0,0,0,0,0,0,1180,0
1481,1960,2,5,62807.0,0,1,3,5,3,12,5,0,0,0,0,0,0,819,0
1482,1981,0,5,19414.0,1,0,1,1,0,3,8,0,0,0,0,0,0,32,3
1483,1980,2,3,19107.0,1,0,2,1,0,3,7,0,0,0,0,0,0,46,3
1484,1976,0,5,75484.0,0,1,2,7,3,6,4,0,0,0,0,0,0,1159,1
1485,1976,3,4,70379.0,0,1,3,6,3,13,4,0,0,0,0,0,0,860,1
1486,1970,3,5,79419.0,0,0,1,4,6,4,2,0,0,0,0,0,0,1631,1
1487,1946,4,5,64014.0,2,1,7,8,2,5,7,0,0,0,1,0,0,444,0
1488,1955,2,3,76998.0,0,1,2,11,8,8,6,0,0,1,0,0,0,1910,1
1489,1972,3,5,49854.0,1,0,5,6,2,5,6,0,0,0,0,0,0,380,0
1490,1971,4,3,60585.0,1,1,10,7,4,9,5,0,0,0,0,0,1,736,0
1491,1950,4,2,42873.0,1,1,4,6,1,4,8,0,0,0,0,0,0,269,0
1492,1988,2,5,87679.0,0,0,1,7,11,10,4,1,0,1,1,0,1,2524,1
1493,1978,2,5,57867.0,1,0,7,7,2,9,6,0,0,0,0,0,0,612,0
1494,1990,2,3,35765.0,1,0,2,2,0,4,6,0,0,0,0,0,0,75,3
1495,1959,2,3,65492.0,0,0,2,4,7,13,2,0,0,0,0,0,0,1045,1
1496,1977,2,2,32952.0,1,0,1,2,0,3,7,0,0,0,0,0,0,55,3
1497,1969,4,5,53374.0,0,1,6,4,2,9,9,1,0,0,0,0,1,1064,0
1498,1959,2,5,71706.0,0,1,4,9,5,7,5,0,0,0,0,0,0,1443,1
1499,1988,2,3,68487.0,0,0,1,9,7,13,4,0,0,0,0,0,0,1366,1
1500,1975,3,5,53253.0,1,1,7,4,3,5,5,0,0,0,0,0,0,436,0
1501,1973,0,2,31163.0,1,0,1,1,0,3,6,0,0,0,0,0,0,38,3
1502,1977,2,3,42014.0,1,0,6,7,1,6,8,0,0,0,0,0,1,436,0
1503,1973,3,3,54108.0,1,1,13,8,2,9,8,0,0,0,0,0,0,747,0
1504,1955,4,4,49667.0,0,0,2,5,10,5,8,1,0,0,0,0,1,1396,0
1505,1974,3,3,63206.0,0,0,1,4,3,6,2,0,0,1,0,0,0,928,0
1506,1972,3,3,57136.0,1,1,9,5,2,10,6,0,0,0,0,0,0,642,0
1507,1975,0,5,46772.0,0,1,6,11,8,5,8,1,0,0,0,0,0,1048,0
1508,1971,4,3,78931.0,0,0,1,2,8,13,1,0,0,0,0,0,0,943,1
1509,1958,2,5,53977.0,0,1,5,5,5,12,5,0,0,0,0,0,0,907,0
1510,1988,2,3,84219.0,0,0,1,3,4,10,1,0,0,0,0,0,0,1198,1
1511,1975,3,4,46098.0,1,1,4,3,2,2,8,0,0,0,0,0,0,120,0
1512,1965,2,3,73538.0,0,1,3,10,4,9,7,0,0,0,0,0,0,1658,1
1513,1986,2,3,79529.0,0,0,1,4,8,9,2,0,0,0,0,0,0,1638,1
1514,1977,0,5,20981.0,0,0,1,3,1,2,8,0,0,0,0,0,1,73,3
1515,1980,2,4,51766.0,1,0,2,4,2,4,5,0,0,0,0,0,0,275,0
1516,1962,2,3,55759.0,0,1,5,10,3,8,8,0,0,0,0,0,0,854,0
1517,1978,2,3,33039.0,1,0,1,2,0,4,5,0,0,0,0,0,0,78,3
1518,1972,3,3,37787.0,1,0,1,3,0,3,8,0,0,0,0,0,0,106,3
1519,1970,2,4,27242.0,1,0,2,2,0,3,9,0,0,0,0,0,1,106,3
1520,1983,4,4,87188.0,0,0,1,10,2,6,3,0,0,0,0,0,1,1923,1
1521,1971,2,5,69930.0,0,0,1,4,5,12,3,0,0,0,0,0,0,1662,1
1522,1976,2,4,37697.0,1,0,1,2,1,3,6,0,0,0,0,0,0,84,3
1523,1973,4,3,37401.0,1,0,2,2,0,3,7,0,0,0,0,0,0,48,3
1524,1973,2,4,3502.0,1,0,0,0,0,0,14,0,0,0,0,0,0,5,3
1525,1976,2,3,58597.0,1,1,12,7,4,9,7,0,0,0,0,0,0,733,0
1526,1948,4,6,82032.0,0,0,0,4,6,7,1,0,0,0,0,0,0,1234,1
1527,1958,2,5,28087.0,1,1,3,2,2,2,7,0,0,0,0,0,0,112,3
1528,1987,4,4,74004.0,0,0,1,4,6,4,3,0,0,1,1,0,1,1658,1
1529,1960,2,5,19740.0,0,1,2,1,1,3,5,0,0,0,0,0,0,55,3
1530,1975,0,3,57036.0,0,1,4,6,3,13,9,1,0,0,0,0,0,1513,0
1531,1958,0,5,53083.0,1,1,6,5,1,5,7,0,1,0,0,0,0,271,0
1532,1975,4,3,69283.0,0,1,4,7,3,13,5,0,0,0,0,0,0,904,1
1533,1975,3,4,46098.0,1,1,4,3,2,2,8,0,0,0,0,0,1,120,0
1534,1988,0,3,23331.0,1,0,2,3,0,3,8,0,0,0,0,0,0,103,3
1535,1988,0,4,23331.0,1,0,6,5,1,5,9,0,0,0,0,0,0,269,3
1536,1989,2,4,9255.0,1,0,1,1,1,2,8,0,0,0,0,0,0,22,3
1537,1959,4,6,67786.0,0,0,1,3,6,6,1,0,0,0,0,0,1,1156,1
1538,1971,4,3,71969.0,0,1,3,3,4,9,8,0,1,0,0,0,0,1086,1
1539,1967,3,4,59235.0,1,0,3,11,2,12,7,0,0,0,0,0,0,1128,0
1540,1989,2,5,31928.0,1,0,2,3,0,4,7,0,0,0,0,0,0,72,3
1541,1961,3,5,74881.0,1,1,4,9,2,12,5,0,0,0,0,0,0,964,1
1542,1978,2,3,65819.0,0,0,1,5,4,10,3,0,0,0,0,0,0,1383,1
1543,1953,4,4,51411.0,1,2,1,0,0,3,5,0,0,0,0,0,0,18,0
1544,1964,2,2,51983.0,0,1,3,9,2,10,7,0,0,0,0,0,0,793,0
1545,1986,3,5,42386.0,1,0,1,3,0,3,8,0,0,0,0,0,0,100,0
